current_attendance,present_classes,absent_classes,total_classes,remaining_classes,weekly_subject_classes,minimum_attendance,planned_leave_classes,days_remaining,absence_rate,future_attendance_after_leave,leave_risk
59.2593,16,11,27,70,2,70,1,172,0.407407,57.1429,HIGH
57.1429,24,18,42,64,4,90,1,78,0.428571,55.814,HIGH
64.8649,24,13,37,65,5,90,10,64,0.351351,51.0638,HIGH
66.6667,42,21,63,43,2,85,1,108,0.333333,65.625,HIGH
96.6102,57,2,59,54,1,80,2,267,0.033898,93.4426,LOW
68.7075,101,46,147,30,1,70,2,147,0.312925,67.7852,HIGH
40.0,40,60,100,40,2,85,2,100,0.6,39.2157,HIGH
98.9247,92,1,93,42,2,75,1,105,0.010753,97.8723,LOW
67.5676,25,12,37,67,2,70,13,168,0.324324,50.0,HIGH
97.8022,89,2,91,43,2,90,2,111,0.021978,95.6989,LOW
67.0103,65,32,97,35,1,70,3,175,0.329897,65.0,HIGH
80.7692,21,5,26,70,6,85,0,61,0.192308,80.7692,HIGH
49.5726,58,59,117,28,1,75,11,143,0.504274,45.3125,HIGH
95.7447,45,2,47,53,4,70,17,70,0.042553,70.3125,MEDIUM
66.3793,77,39,116,13,5,80,1,11,0.336207,65.812,HIGH
44.7761,60,74,134,24,4,80,2,29,0.552239,44.1176,HIGH
65.5172,19,10,29,70,5,75,10,68,0.344828,48.7179,HIGH
58.0645,18,13,31,57,6,75,2,47,0.419355,54.5455,HIGH
25.0,12,36,48,46,2,75,3,112,0.75,23.5294,HIGH
94.8718,37,2,39,59,3,85,17,96,0.051282,66.0714,HIGH
81.8182,72,16,88,40,4,80,2,47,0.181818,80.0,MEDIUM
94.7368,18,1,19,70,1,75,3,353,0.052632,81.8182,LOW
42.8571,33,44,77,41,4,80,1,55,0.571429,42.3077,HIGH
50.8929,57,55,112,32,1,75,2,159,0.491071,50.0,HIGH
70.6349,89,37,126,32,1,70,2,163,0.293651,69.5312,HIGH
95.0,19,1,20,70,4,75,10,87,0.05,63.3333,HIGH
87.0504,121,18,139,28,2,85,2,68,0.129496,85.8156,MEDIUM
81.25,13,3,16,70,4,85,1,86,0.1875,76.4706,HIGH
54.2857,19,16,35,47,4,75,0,61,0.457143,54.2857,HIGH
58.3333,21,15,36,51,1,70,0,253,0.416667,58.3333,HIGH
55.0,55,45,100,50,5,80,5,47,0.45,52.381,HIGH
95.2381,20,1,21,70,2,75,2,174,0.047619,86.9565,LOW
81.4815,44,10,54,63,4,85,10,80,0.185185,68.75,HIGH
60.8696,28,18,46,48,2,65,7,119,0.391304,52.8302,HIGH
95.5752,108,5,113,28,6,70,4,27,0.044248,92.3077,LOW
53.1646,42,37,79,30,3,70,4,52,0.468354,50.6024,HIGH
44.3182,39,49,88,49,3,85,2,85,0.556818,43.3333,HIGH
81.5217,75,17,92,28,6,80,3,22,0.184783,78.9474,HIGH
60.0,18,12,30,64,2,85,4,162,0.4,52.9412,HIGH
68.0,17,8,25,70,4,70,17,91,0.32,40.4762,HIGH
60.0,15,10,25,70,4,75,0,91,0.4,60.0,HIGH
29.6296,16,38,54,57,6,85,2,45,0.703704,28.5714,HIGH
73.5714,103,37,140,26,3,75,3,42,0.264286,72.028,HIGH
97.7273,43,1,44,56,6,75,0,44,0.022727,97.7273,LOW
90.7692,59,6,65,44,4,90,2,55,0.092308,88.0597,HIGH
65.5556,59,31,90,50,5,75,3,50,0.344444,63.4409,HIGH
98.2609,113,2,115,28,2,75,1,68,0.017391,97.4138,LOW
68.75,22,10,32,59,2,70,4,150,0.3125,61.1111,HIGH
68.4211,91,42,133,32,3,70,5,57,0.315789,65.942,HIGH
96.7213,59,2,61,44,4,85,3,57,0.032787,92.1875,LOW
94.1176,48,3,51,63,2,70,0,157,0.058824,94.1176,LOW
97.2973,72,2,74,50,1,85,8,247,0.027027,87.8049,MEDIUM
96.875,31,1,32,48,5,75,11,51,0.03125,72.093,HIGH
54.1667,52,44,96,45,6,65,4,38,0.458333,52.0,HIGH
76.6234,59,18,77,43,3,75,5,74,0.233766,71.9512,HIGH
98.4127,62,1,63,35,5,75,1,38,0.015873,96.875,LOW
52.4194,65,59,124,29,5,75,2,29,0.475806,51.5873,HIGH
97.2222,70,2,72,38,3,85,1,64,0.027778,95.8904,LOW
62.5,15,9,24,65,3,80,1,106,0.375,60.0,HIGH
96.2963,52,2,54,62,4,85,2,81,0.037037,92.8571,LOW
51.2821,60,57,117,16,5,75,4,19,0.487179,49.5868,HIGH
94.8052,73,4,77,45,4,80,20,60,0.051948,75.2577,HIGH
76.2712,90,28,118,31,3,75,10,51,0.237288,70.3125,HIGH
76.4706,26,8,34,63,5,75,2,64,0.235294,72.2222,HIGH
94.4444,34,2,36,50,6,65,5,45,0.055556,82.9268,LOW
41.0853,53,76,129,15,5,85,1,13,0.589147,40.7692,HIGH
80.4124,78,19,97,33,2,80,3,83,0.195876,78.0,HIGH
98.1481,53,1,54,49,4,75,2,62,0.018519,94.6429,LOW
90.9091,10,1,11,66,5,65,3,64,0.090909,71.4286,LOW
69.3431,95,42,137,15,2,70,0,36,0.306569,69.3431,HIGH
53.75,43,37,80,39,4,75,1,48,0.4625,53.0864,HIGH
89.4737,34,4,38,68,5,90,3,69,0.105263,82.9268,HIGH
81.5385,53,12,65,43,4,85,17,52,0.184615,64.6341,HIGH
68.75,11,5,16,69,5,75,16,72,0.3125,34.375,HIGH
93.3333,28,2,30,56,3,70,0,93,0.066667,93.3333,LOW
31.5789,6,13,19,70,5,75,2,69,0.684211,28.5714,HIGH
20.8333,5,19,24,66,1,80,19,327,0.791667,11.6279,HIGH
60.8333,73,47,120,29,2,65,2,74,0.391667,59.8361,HIGH
77.1429,27,8,35,51,4,75,5,66,0.228571,67.5,HIGH
44.0,33,42,75,28,3,75,2,47,0.56,42.8571,HIGH
97.9167,47,1,48,60,2,85,3,150,0.020833,92.1569,LOW
68.1818,15,7,22,67,6,70,6,59,0.318182,53.5714,HIGH
93.8776,46,3,49,50,4,75,4,63,0.061224,86.7925,LOW
92.3077,12,1,13,70,5,70,3,72,0.076923,75.0,LOW
78.0,78,22,100,34,6,80,4,28,0.22,75.0,HIGH
96.2406,128,5,133,31,4,75,3,42,0.037594,94.1176,LOW
72.7273,56,21,77,36,1,75,12,179,0.272727,62.9213,HIGH
76.3441,71,22,93,41,3,75,1,72,0.236559,75.5319,MEDIUM
50.4854,52,51,103,16,1,65,3,79,0.495146,49.0566,HIGH
98.6301,72,1,73,44,4,80,7,52,0.013699,90.0,LOW
94.8718,74,4,78,45,2,80,1,111,0.051282,93.6709,LOW
34.0,34,66,100,47,5,65,3,44,0.66,33.0097,HIGH
97.0588,33,1,34,54,6,65,3,42,0.029412,89.1892,LOW
96.0,24,1,25,68,1,80,1,342,0.04,92.3077,LOW
60.4938,49,32,81,35,6,80,0,32,0.395062,60.4938,HIGH
96.1039,74,3,77,33,3,70,6,56,0.038961,89.1566,LOW
79.5455,35,9,44,54,6,80,1,45,0.204545,77.7778,HIGH
96.8,121,4,125,18,4,80,2,22,0.032,95.2756,LOW
63.1579,12,7,19,70,3,75,4,115,0.368421,52.1739,HIGH
71.4286,60,24,84,32,6,70,2,26,0.285714,69.7674,HIGH
70.0,98,42,140,10,2,70,0,28,0.3,70.0,MEDIUM
97.8261,45,1,46,64,2,75,1,158,0.021739,95.7447,LOW
52.9412,63,56,119,16,3,75,5,28,0.470588,50.8065,HIGH
65.2778,47,25,72,31,3,75,0,49,0.347222,65.2778,HIGH
58.2418,53,38,91,48,4,80,14,61,0.417582,50.4762,HIGH
25.2427,26,77,103,20,4,75,1,27,0.747573,25.0,HIGH
66.3043,61,31,92,32,1,65,5,158,0.336957,62.8866,HIGH
80.0,28,7,35,52,4,80,2,63,0.2,75.6757,HIGH
78.3784,58,16,74,42,3,80,0,71,0.216216,78.3784,HIGH
96.5517,56,2,58,48,6,65,2,38,0.034483,93.3333,LOW
79.4872,31,8,39,47,5,80,3,44,0.205128,73.8095,HIGH
93.75,15,1,16,69,6,75,4,57,0.0625,75.0,MEDIUM
53.3333,16,14,30,56,3,75,14,94,0.466667,36.3636,HIGH
68.0,68,32,100,29,3,70,1,47,0.32,67.3267,HIGH
77.6978,108,31,139,14,1,80,3,69,0.223022,76.0563,HIGH
67.8261,78,37,115,29,4,75,2,40,0.321739,66.6667,HIGH
84.0,21,4,25,70,5,85,4,67,0.16,72.4138,HIGH
72.6316,69,26,95,32,6,75,1,25,0.273684,71.875,HIGH
93.9394,62,4,66,36,3,80,1,60,0.060606,92.5373,LOW
30.0,3,7,10,68,5,75,2,71,0.7,25.0,HIGH
60.6061,40,26,66,48,3,80,0,81,0.393939,60.6061,HIGH
75.0,33,11,44,49,6,75,2,39,0.25,71.7391,HIGH
77.6978,108,31,139,29,3,80,7,46,0.223022,73.9726,HIGH
34.0909,15,29,44,56,4,90,0,71,0.659091,34.0909,HIGH
98.4615,64,1,65,42,5,70,2,40,0.015385,95.5224,LOW
97.2973,108,3,111,22,5,75,4,25,0.027027,93.913,LOW
26.087,24,68,92,41,1,85,1,208,0.73913,25.8065,HIGH
53.8462,14,12,26,70,3,75,1,114,0.461538,51.8519,HIGH
52.7778,19,17,36,47,5,80,1,47,0.472222,51.3514,HIGH
76.3636,84,26,110,27,1,75,1,138,0.236364,75.6757,MEDIUM
75.0,15,5,20,64,1,80,3,321,0.25,65.2174,HIGH
90.9091,10,1,11,70,5,70,3,68,0.090909,71.4286,MEDIUM
21.1009,23,86,109,32,2,75,6,79,0.788991,20.0,HIGH
97.6744,84,2,86,36,5,75,3,39,0.023256,94.382,LOW
81.4286,57,13,70,43,6,80,0,34,0.185714,81.4286,MEDIUM
57.6923,15,11,26,70,3,75,0,115,0.423077,57.6923,HIGH
59.5745,28,19,47,49,4,80,2,62,0.404255,57.1429,HIGH
94.8718,111,6,117,13,5,70,4,11,0.051282,91.7355,LOW
94.6429,53,3,56,59,4,75,18,72,0.053571,71.6216,HIGH
94.7368,18,1,19,70,2,75,5,175,0.052632,75.0,MEDIUM
95.4545,21,1,22,67,5,75,0,66,0.045455,95.4545,LOW
75.3086,61,20,81,34,4,75,4,44,0.246914,71.7647,HIGH
66.6667,24,12,36,50,6,85,14,44,0.333333,48.0,HIGH
76.7241,89,27,116,14,5,75,1,12,0.232759,76.0684,MEDIUM
82.9787,39,8,47,65,5,85,7,62,0.170213,72.2222,HIGH
70.0,7,3,10,64,5,80,3,64,0.3,53.8462,HIGH
97.2222,105,3,108,27,5,80,3,29,0.027778,94.5946,LOW
62.3762,63,38,101,14,2,75,3,37,0.376238,60.5769,HIGH
67.9012,55,26,81,34,4,70,1,42,0.320988,67.0732,HIGH
82.906,97,20,117,26,2,85,7,66,0.17094,78.2258,HIGH
50.0,7,7,14,70,3,80,2,120,0.5,43.75,HIGH
98.3333,59,1,60,60,3,80,0,100,0.016667,98.3333,LOW
50.0,13,13,26,70,2,75,0,176,0.5,50.0,HIGH
39.1304,18,28,46,58,2,75,4,147,0.608696,36.0,HIGH
78.7234,74,20,94,41,6,80,2,34,0.212766,77.0833,HIGH
61.0,61,39,100,20,3,70,1,32,0.39,60.396,HIGH
91.3043,21,2,23,68,4,85,0,85,0.086957,91.3043,LOW
91.6667,55,5,60,65,5,90,20,68,0.083333,68.75,HIGH
85.8333,103,17,120,17,4,85,4,22,0.141667,83.0645,HIGH
98.9899,98,1,99,44,5,85,6,45,0.010101,93.3333,LOW
49.0909,27,28,55,62,2,75,2,154,0.509091,47.3684,HIGH
94.3396,50,3,53,66,5,65,1,69,0.056604,92.5926,LOW
80.4878,33,8,41,59,5,80,2,62,0.195122,76.7442,HIGH
97.7778,44,1,45,60,2,80,0,152,0.022222,97.7778,LOW
65.0,26,14,40,46,3,80,5,78,0.35,57.7778,HIGH
76.0,38,12,50,50,4,75,3,62,0.24,71.6981,HIGH
48.4848,16,17,33,67,6,80,1,57,0.515152,47.0588,HIGH
96.1538,50,2,52,61,5,70,3,59,0.038462,90.9091,LOW
75.0,21,7,28,70,6,80,1,58,0.25,72.4138,HIGH
91.3043,21,2,23,70,2,90,3,175,0.086957,80.7692,HIGH
97.0588,33,1,34,56,2,80,0,139,0.029412,97.0588,LOW
71.2871,72,29,101,13,1,70,4,64,0.287129,68.5714,HIGH
62.2449,61,37,98,39,4,80,1,51,0.377551,61.6162,HIGH
94.1176,16,1,17,69,4,70,1,88,0.058824,88.8889,LOW
50.0,26,26,52,54,2,75,2,137,0.5,48.1481,HIGH
58.1395,50,36,86,44,6,90,4,39,0.418605,55.5556,HIGH
60.7143,34,22,56,66,6,85,4,52,0.392857,56.6667,HIGH
65.6716,44,23,67,28,5,75,7,29,0.343284,59.4595,HIGH
96.7742,120,4,124,23,3,75,2,38,0.032258,95.2381,LOW
55.0,11,9,20,70,1,75,4,352,0.45,45.8333,HIGH
97.2973,36,1,37,58,2,75,1,144,0.027027,94.7368,LOW
35.5932,21,38,59,67,1,75,4,334,0.644068,33.3333,HIGH
95.0,76,4,80,49,3,75,5,82,0.05,89.4118,LOW
44.4444,12,15,27,69,6,65,3,61,0.555556,40.0,HIGH
73.913,68,24,92,33,1,75,5,164,0.26087,70.1031,HIGH
88.2353,15,2,17,67,4,90,1,81,0.117647,83.3333,HIGH
54.4304,43,36,79,33,4,80,2,44,0.455696,53.0864,HIGH
25.3333,19,56,75,48,2,70,5,123,0.746667,23.75,HIGH
97.3684,37,1,38,47,6,75,0,40,0.026316,97.3684,LOW
97.1429,102,3,105,22,5,85,4,23,0.028571,93.578,LOW
58.5366,48,34,82,48,1,85,2,240,0.414634,57.1429,HIGH
60.0,21,14,35,57,6,70,3,49,0.4,55.2632,HIGH
95.0495,96,5,101,22,1,90,12,110,0.049505,84.9558,HIGH
32.3944,23,48,71,50,4,75,3,66,0.676056,31.0811,HIGH
96.0,24,1,25,70,3,80,2,118,0.04,88.8889,LOW
59.1549,42,29,71,34,4,70,15,45,0.408451,48.8372,HIGH
96.5517,84,3,87,30,2,80,2,75,0.034483,94.382,LOW
75.7576,75,24,99,44,2,75,0,113,0.242424,75.7576,MEDIUM
99.0991,110,1,111,17,1,75,3,86,0.009009,96.4912,LOW
60.0,36,24,60,64,2,90,0,158,0.4,60.0,HIGH
42.8571,6,8,14,70,1,80,3,349,0.571429,35.2941,HIGH
68.6275,35,16,51,66,2,70,4,165,0.313725,63.6364,HIGH
95.6044,87,4,91,50,5,90,3,51,0.043956,92.5532,MEDIUM
97.0588,33,1,34,51,3,75,16,87,0.029412,66.0,HIGH
62.5,10,6,16,70,5,75,6,68,0.375,45.4545,HIGH
56.8182,25,19,44,65,4,70,2,83,0.431818,54.3478,HIGH
95.1807,79,4,83,45,5,80,6,44,0.048193,88.764,LOW
96.0,24,1,25,69,4,85,3,86,0.04,85.7143,MEDIUM
78.7234,37,10,47,49,3,80,2,84,0.212766,75.5102,HIGH
18.1818,2,9,11,70,4,75,2,88,0.818182,15.3846,HIGH
97.9167,47,1,48,48,4,85,1,63,0.020833,95.9184,LOW
63.6364,7,4,11,70,3,80,2,118,0.363636,53.8462,HIGH
80.0,8,2,10,70,6,85,0,56,0.2,80.0,HIGH
96.5116,83,3,86,29,4,65,3,37,0.034884,93.2584,LOW
52.6316,10,9,19,65,5,75,1,67,0.473684,50.0,HIGH
70.5882,12,5,17,70,3,75,1,118,0.294118,66.6667,HIGH
68.1319,62,29,91,30,3,70,3,47,0.318681,65.9574,HIGH
47.0588,8,9,17,70,5,75,5,71,0.529412,36.3636,HIGH
64.0,16,9,25,64,3,75,2,108,0.36,59.2593,HIGH
74.359,29,10,39,67,3,75,4,111,0.25641,67.4419,HIGH
67.4419,29,14,43,53,5,80,3,55,0.325581,63.0435,HIGH
72.2222,52,20,72,32,2,75,10,81,0.277778,63.4146,HIGH
66.6667,70,35,105,25,3,70,6,39,0.333333,63.0631,HIGH
70.2703,26,11,37,53,6,75,1,45,0.297297,68.4211,HIGH
96.2963,78,3,81,33,1,80,3,167,0.037037,92.8571,LOW
95.082,116,6,122,28,1,65,4,141,0.04918,92.0635,LOW
20.8333,10,38,48,58,4,70,0,76,0.791667,20.8333,HIGH
98.9899,98,1,99,48,1,75,2,240,0.010101,97.0297,LOW
66.6667,62,31,93,48,1,65,1,242,0.333333,65.9574,MEDIUM
94.9495,94,5,99,37,3,90,2,63,0.050505,93.0693,MEDIUM
74.8201,104,35,139,22,6,75,4,21,0.251799,72.7273,HIGH
66.6667,10,5,15,70,6,75,1,61,0.333333,62.5,HIGH
73.7288,87,31,118,28,5,75,3,26,0.262712,71.9008,HIGH
65.8537,27,14,41,61,1,70,3,306,0.341463,61.3636,HIGH
57.6471,49,36,85,50,1,80,20,251,0.423529,46.6667,HIGH
69.697,23,10,33,68,4,75,4,87,0.30303,62.1622,HIGH
97.8261,45,1,46,47,6,80,0,43,0.021739,97.8261,LOW
27.5862,8,21,29,70,3,70,2,115,0.724138,25.8065,HIGH
95.4955,106,5,111,10,1,75,2,53,0.045045,93.8053,LOW
59.2593,48,33,81,41,2,75,4,101,0.407407,56.4706,HIGH
69.0265,78,35,113,17,3,85,6,29,0.309735,65.5462,HIGH
64.0,32,18,50,54,2,65,1,138,0.36,62.7451,HIGH
51.9231,27,25,52,65,3,80,1,112,0.480769,50.9434,HIGH
93.75,45,3,48,67,2,75,8,167,0.0625,80.3571,LOW
96.1538,50,2,52,67,1,75,2,336,0.038462,92.5926,LOW
94.7368,36,2,38,57,2,85,0,144,0.052632,94.7368,LOW
97.0588,132,4,136,11,2,70,0,31,0.029412,97.0588,LOW
95.1456,98,5,103,23,5,85,3,20,0.048544,92.4528,LOW
72.5,29,11,40,67,6,75,16,53,0.275,51.7857,HIGH
97.6744,42,1,43,62,3,75,2,105,0.023256,93.3333,LOW
45.0,36,44,80,42,1,75,0,212,0.55,45.0,HIGH
96.3855,80,3,83,39,5,80,4,39,0.036145,91.954,LOW
73.5294,50,18,68,38,6,75,4,32,0.264706,69.4444,HIGH
71.7391,33,13,46,50,5,75,14,47,0.282609,55.0,HIGH
95.8333,23,1,24,70,4,80,1,90,0.041667,92.0,LOW
41.1765,7,10,17,70,1,65,3,347,0.588235,35.0,HIGH
71.1864,84,34,118,10,2,70,17,26,0.288136,62.2222,HIGH
54.0541,40,34,74,29,1,75,4,145,0.459459,51.2821,HIGH
72.4138,84,32,116,13,2,75,4,36,0.275862,70.0,HIGH
66.0,33,17,50,51,4,75,4,63,0.34,61.1111,HIGH
67.5,27,13,40,59,6,70,4,47,0.325,61.3636,HIGH
65.7143,23,12,35,67,5,80,5,64,0.342857,57.5,HIGH
64.7059,66,36,102,25,1,65,10,124,0.352941,58.9286,HIGH
57.7778,26,19,45,60,1,75,6,302,0.422222,50.9804,HIGH
65.3846,51,27,78,28,3,85,1,47,0.346154,64.557,HIGH
25.0,7,21,28,70,5,80,1,69,0.75,24.1379,HIGH
90.4762,19,2,21,66,6,90,5,53,0.095238,73.0769,HIGH
31.5789,6,13,19,68,1,75,2,337,0.684211,28.5714,HIGH
62.5,20,12,32,53,1,65,5,265,0.375,54.0541,HIGH
79.1367,110,29,139,27,3,80,0,46,0.208633,79.1367,HIGH
99.1525,117,1,118,16,2,75,0,41,0.008475,99.1525,LOW
79.4118,54,14,68,31,4,80,3,40,0.205882,76.0563,HIGH
98.3333,59,1,60,47,1,70,5,238,0.016667,90.7692,LOW
95.082,58,3,61,30,3,80,2,52,0.04918,92.0635,LOW
47.3684,9,10,19,68,4,75,3,87,0.526316,40.9091,HIGH
71.2329,52,21,73,45,1,70,4,227,0.287671,67.5325,HIGH
97.3684,74,2,76,46,2,85,5,113,0.026316,91.358,LOW
21.2766,10,37,47,54,3,75,2,88,0.787234,20.4082,HIGH
95.4545,21,1,22,70,1,70,2,352,0.045455,87.5,LOW
95.4545,21,1,22,70,1,65,1,349,0.045455,91.3043,LOW
80.4878,33,8,41,51,5,80,4,49,0.195122,73.3333,HIGH
82.6923,86,18,104,27,4,85,1,33,0.173077,81.9048,HIGH
96.875,62,2,64,49,4,75,1,63,0.03125,95.3846,LOW
98.2143,55,1,56,67,5,80,3,70,0.017857,93.2203,LOW
81.4815,44,10,54,54,3,80,0,89,0.185185,81.4815,MEDIUM
67.3469,66,32,98,41,4,70,0,53,0.326531,67.3469,HIGH
50.0,27,27,54,46,6,85,1,37,0.5,49.0909,HIGH
70.5882,12,5,17,70,5,75,2,71,0.294118,63.1579,HIGH
37.0787,33,56,89,29,2,75,0,72,0.629213,37.0787,HIGH
20.0,9,36,45,66,1,75,11,333,0.8,16.0714,HIGH
81.5789,31,7,38,49,6,80,3,42,0.184211,75.6098,HIGH
86.0465,37,6,43,63,3,85,2,103,0.139535,82.2222,HIGH
65.9574,31,16,47,68,6,80,2,60,0.340426,63.2653,HIGH
98.4252,125,2,127,10,6,85,0,8,0.015748,98.4252,LOW
97.561,120,3,123,29,2,85,2,76,0.02439,96.0,LOW
77.0642,84,25,109,17,6,75,1,15,0.229358,76.3636,MEDIUM
70.8955,95,39,134,21,6,70,5,19,0.291045,68.3453,HIGH
69.0476,29,13,42,55,3,70,4,90,0.309524,63.0435,HIGH
55.7692,29,23,52,67,2,75,2,168,0.442308,53.7037,HIGH
27.6923,18,47,65,28,2,75,3,68,0.723077,26.4706,HIGH
55.5556,10,8,18,70,4,75,2,87,0.444444,50.0,HIGH
44.5205,65,81,146,32,5,80,4,30,0.554795,43.3333,HIGH
61.5385,16,10,26,65,2,85,4,160,0.384615,53.3333,HIGH
95.7447,45,2,47,56,5,75,2,57,0.042553,91.8367,LOW
74.1176,63,22,85,35,5,75,3,38,0.258824,71.5909,HIGH
58.6538,61,43,104,30,3,70,1,50,0.413462,58.0952,HIGH
98.8889,89,1,90,34,1,75,5,168,0.011111,93.6842,LOW
63.4921,40,23,63,34,1,65,3,171,0.365079,60.6061,HIGH
65.3846,34,18,52,49,3,65,2,80,0.346154,62.963,HIGH
77.1429,54,16,70,42,4,80,1,50,0.228571,76.0563,HIGH
56.044,51,40,91,33,2,75,5,82,0.43956,53.125,HIGH
72.0,36,14,50,64,6,75,3,56,0.28,67.9245,HIGH
49.3976,41,42,83,44,3,75,4,76,0.506024,47.1264,HIGH
92.3077,12,1,13,70,1,75,1,353,0.076923,85.7143,LOW
97.9592,48,1,49,65,6,80,4,53,0.020408,90.566,LOW
97.7099,128,3,131,24,5,70,2,27,0.022901,96.2406,LOW
63.6364,21,12,33,50,3,85,4,82,0.363636,56.7568,HIGH
51.8987,41,38,79,36,1,70,1,180,0.481013,51.25,HIGH
95.6522,44,2,46,62,1,75,2,307,0.043478,91.6667,LOW
62.5,70,42,112,16,4,85,2,17,0.375,61.4035,HIGH
75.8621,22,7,29,69,2,75,0,176,0.241379,75.8621,MEDIUM
65.9574,31,16,47,51,4,85,2,61,0.340426,63.2653,HIGH
96.4912,110,4,114,15,4,90,0,20,0.035088,96.4912,LOW
76.087,70,22,92,46,4,75,1,59,0.23913,75.2688,MEDIUM
97.3684,74,2,76,32,2,75,20,81,0.026316,77.0833,MEDIUM
96.9697,32,1,33,46,5,75,2,47,0.030303,91.4286,LOW
95.8333,46,2,48,64,5,65,3,61,0.041667,90.1961,LOW
64.1221,84,47,131,31,6,80,0,27,0.358779,64.1221,HIGH
63.8889,46,26,72,44,4,80,3,53,0.361111,61.3333,HIGH
79.0476,83,22,105,24,4,80,2,31,0.209524,77.5701,HIGH
61.8182,68,42,110,14,6,65,0,11,0.381818,61.8182,HIGH
97.5904,81,2,83,48,3,85,3,81,0.024096,94.186,LOW
80.4124,78,19,97,31,1,80,2,153,0.195876,78.7879,HIGH
64.2857,45,25,70,47,6,65,10,37,0.357143,56.25,HIGH
98.3871,61,1,62,33,5,85,0,30,0.016129,98.3871,LOW
35.6322,31,56,87,35,5,70,3,33,0.643678,34.4444,HIGH
73.3333,11,4,15,70,3,75,1,120,0.266667,68.75,HIGH
58.9552,79,55,134,28,6,70,4,26,0.410448,57.2464,HIGH
34.1176,29,56,85,36,3,75,2,59,0.658824,33.3333,HIGH
65.5738,80,42,122,26,1,70,3,130,0.344262,64.0,HIGH
76.7857,43,13,56,51,2,75,0,130,0.232143,76.7857,MEDIUM
72.7273,32,12,44,61,3,75,2,104,0.272727,69.5652,HIGH
73.8462,48,17,65,31,6,75,12,27,0.261538,62.3377,HIGH
97.2222,70,2,72,47,4,75,11,60,0.027778,84.3373,LOW
93.75,15,1,16,70,2,85,3,176,0.0625,78.9474,HIGH
50.0,19,19,38,47,6,75,3,39,0.5,46.3415,HIGH
56.9892,53,40,93,49,3,70,4,83,0.430108,54.6392,HIGH
99.2308,129,1,130,12,2,65,2,32,0.007692,97.7273,LOW
92.3077,12,1,13,70,3,80,1,116,0.076923,85.7143,LOW
55.0,22,18,40,62,3,75,11,103,0.45,43.1373,HIGH
29.0323,9,22,31,58,5,75,2,55,0.709677,27.2727,HIGH
54.8387,17,14,31,57,4,80,2,74,0.451613,51.5152,HIGH
90.0,9,1,10,70,4,75,3,90,0.1,69.2308,HIGH
77.4194,24,7,31,64,3,80,6,109,0.225806,64.8649,HIGH
28.125,27,69,96,28,2,75,1,67,0.71875,27.8351,HIGH
73.6842,28,10,38,56,3,75,1,95,0.263158,71.7949,HIGH
58.1818,32,23,55,67,2,65,1,167,0.418182,57.1429,HIGH
34.3284,46,88,134,26,6,75,3,19,0.656716,33.5766,HIGH
95.4545,42,2,44,56,6,85,3,44,0.045455,89.3617,MEDIUM
67.0103,65,32,97,39,5,85,2,40,0.329897,65.6566,HIGH
24.1379,14,44,58,56,5,75,3,53,0.758621,22.9508,HIGH
53.4884,46,40,86,34,2,70,16,86,0.465116,45.098,HIGH
76.1905,48,15,63,28,6,75,4,21,0.238095,71.6418,HIGH
93.9394,31,2,33,67,1,80,2,336,0.060606,88.5714,LOW
96.7213,59,2,61,40,2,75,1,97,0.032787,95.1613,LOW
65.8228,52,27,79,35,3,75,18,61,0.341772,53.6082,HIGH
93.3333,42,3,45,47,1,70,3,236,0.066667,87.5,LOW
59.4937,47,32,79,28,1,65,1,141,0.405063,58.75,HIGH
98.1481,53,1,54,54,2,75,1,134,0.018519,96.3636,LOW
75.0,24,8,32,66,3,75,0,112,0.25,75.0,MEDIUM
95.1456,98,5,103,16,1,75,2,81,0.048544,93.3333,LOW
57.6923,15,11,26,70,6,75,3,61,0.423077,51.7241,HIGH
58.8235,10,7,17,70,3,70,1,115,0.411765,55.5556,HIGH
73.0769,19,7,26,67,2,75,4,167,0.269231,63.3333,HIGH
96.2617,103,4,107,15,4,75,0,22,0.037383,96.2617,LOW
84.6154,22,4,26,70,6,85,17,62,0.153846,51.1628,HIGH
72.0,18,7,25,70,2,75,3,178,0.28,64.2857,HIGH
63.4921,40,23,63,28,4,70,2,33,0.365079,61.5385,HIGH
72.8571,51,19,70,48,3,75,2,83,0.271429,70.8333,HIGH
95.122,39,2,41,65,4,75,3,84,0.04878,88.6364,LOW
88.9764,113,14,127,27,4,90,2,35,0.110236,87.5969,HIGH
76.1905,16,5,21,70,2,80,2,177,0.238095,69.5652,HIGH
53.3333,32,28,60,33,4,80,1,44,0.466667,52.459,HIGH
73.8095,62,22,84,49,5,75,5,50,0.261905,69.6629,HIGH
97.6744,42,1,43,47,6,70,0,37,0.023256,97.6744,LOW
42.1488,51,70,121,31,1,75,1,154,0.578512,41.8033,HIGH
68.254,43,20,63,29,1,70,1,145,0.31746,67.1875,HIGH
90.9091,30,3,33,59,6,90,4,52,0.090909,81.0811,HIGH
96.4286,27,1,28,70,4,90,5,87,0.035714,81.8182,HIGH
50.0,6,6,12,70,2,85,0,174,0.5,50.0,HIGH
86.4662,115,18,133,12,2,85,2,33,0.135338,85.1852,MEDIUM
94.0,47,3,50,56,2,85,2,142,0.06,90.3846,LOW
65.625,84,44,128,29,3,65,1,50,0.34375,65.1163,MEDIUM
